,id,title,label
28,train_28,name name name nghiệm mới thông_minh và tiện_lợi hơn trong giao_dịch chứng_khoán,2
29,train_29,mặc cho chỉ_số name tăng gần percent chứng_chỉ name name chỉ tăng vỏn_vẹn percent trong phiên date,2
30,train_30,name name vượt number điểm và bỏ xa name name tuy_nhiên rủi_ro dần tăng lên ?,1
31,train_31,thị_trường tăng mạnh khối ngoại vẫn bán ròng hơn number tỷ đồng trong phiên date,0
32,train_32,name trở_thành công_ty chứng_khoán đầu_tiên vốn hoá number tỷ name,2
33,train_33,thị_trường thăng_hoa nhiều cổ_phiếu tỷ đô vẫn ngược dòng giảm trong date đầu năm,0
34,train_34,cổ_phiếu lao dốc không phanh cổ_đông muốn được bảo_vệ chủ_tịch name nhắn_nhủ kiên_nhẫn sẽ hái quả ngọt !,0
35,train_35,name mạnh name trong phiên chiều name name bứt_phá gần number điểm trong ngày đáo_hạn phái_sinh date,2
36,train_36,name sẽ xem_xét niêm_yết name name sau khi tích_hợp kinh_doanh giữa mảng tiêu_dùng chế_biến thịt với hệ_thống name đạt kỳ_vọng,1
37,train_37,name tăng hơn percent lãi_ròng sau date lên mức number tỷ đồng bán_sỉ vàng miếng tăng_trưởng mạnh đến percent,2
38,train_38,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
39,train_39,tăng trần number phiên name đăng_ký bán number triệu cổ_phần name name,0
40,train_40,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
41,train_41,name name name name name đạt number tỷ doanh_thu sau number tháng,2
42,train_42,name name tiếp_tục hút number tỷ trái_phiếu trong quý date,2
43,train_43,name name chào_bán number triệu cổ_phiếu cho cổ_đông hiện_hữu tăng vốn_điều_lệ gấp đôi,2
44,train_44,name name dự_chi gần number tỷ đồng trả cổ_tức cho cổ_đông,2
45,train_45,name name name name name name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
46,train_46,name hàng tồn tích_luỹ mạnh name name có_thể đạt đỉnh lợi_nhuận trong quý date,2
47,train_47,khẩu_vị quỹ tỷ đô name đang thay_đổi như_thế_nào ?,1
48,train_48,chứng_khoán name name name lên phương_án phát_hành tăng vốn cho cổ_đông nâng vốn_điều_lệ lên number tỷ đồng,2
49,train_49,trong khi name name vẫn loay_hoay name30 name đã vượt number điểm xác_lập đỉnh_cao mới,2
50,train_50,xây_dựng name name name vừa trúng_thầu trị_giá number tỷ đồng dự_án của loc và name,2
51,train_51,name bị huỷ công_ty đại_chúng theo quy_định của name name khoán mới,0
52,train_52,thị_trường tăng mạnh khối ngoại vẫn bán ròng hơn number tỷ đồng trong phiên date,0
53,train_53,name name và name sẽ lọt rổ name trong kỳ review date ?,1
54,train_54,name name vượt ngưỡng number điểm hàng_loạt cổ_phiếu bluechips tăng nóng,2
55,train_55,name name name name vừa mua thêm number triệu cổ_phiếu name của name,2
56,train_56,name name triển_khai phương_án phát_hành number triệu cổ_phiếu thưởng,2
57,train_57,name đang dần trỗi dậy,2
58,train_58,nhiệt_điện name name name chi tiếp number tỷ đồng trả cổ_tức đợt date,2
59,train_59,name tăng vốn thông_qua chào_bán cổ_phần cho cổ_đông date,2
60,train_60,chứng_khoán thăng_hoa ít_nhất number người đã sở_hữu lượng cổ_phiếu trên number tỷ đồng tập_trung chủ_yếu vào name name và name name,2
61,train_61,name name name triển_khai phương_án chào_bán riêng_lẻ number triệu cổ_phiếu,0
62,train_62,với number triệu đồng có nên đầu_tư chứng_khoán ?,1
63,train_63,name name thông_qua phương_án phát_hành number triệu cổ_phiếu trả cổ_tức,2
64,train_64,tư_duy đầu_tư của hoa_hậu chứng_khoán name name name name mất_ngủ vì number triệu đồng thì làm_sao kiếm được number triệu !,1
65,train_65,name name đại_gia xăng_dầu name name name tiếp_tục mua number triệu cổ_phiếu sắp trở_thành cổ_đông lớn,2
66,train_66,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
67,train_67,name name loc name name name name name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
68,train_68,name name giám_đốc_điều_hành name từ_nhiệm,0
69,train_69,name name liên_tục giảm cổ_phiếu đã phá đáy tháng date,0
70,train_70,những doanh_nghiệp lãi bùng_nổ ngay trong date,2
71,train_71,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
72,train_72,huỷ đăng_ký công_ty đại_chúng ô_tô name name name sẽ không còn công_khai các số_liệu tài_chính,0
73,train_73,name name đến lượt name muốn thoái vốn khỏi name,0
74,train_74,khối ngoại_tiếp tục bán ròng gần number tỷ đồng trong phiên date,0
75,train_75,bứt_phá mạnh trong date đà tăng_trưởng của name liệu còn tiếp_diễn ?,1
76,train_76,name name khoản phải tạm nộp number tỷ đồng truy_thu thuế vẫn đang đánh_giá và sẽ điều_chỉnh khi có quyết_định sau_cùng,1
77,train_77,giải_pháp tiết_kiệm chi_phí tối_ưu cho nhà_đầu_tư giao_dịch chứng_khoán chủ_động,1
78,train_78,name lực điều_chỉnh gia_tăng name name về sát mốc number điểm,0
79,train_79,name và name đầu_tư number triệu name vào name name của name định_giá number tỷ name,2
80,train_80,loạt cổ_phiếu tăng mạnh có những cổ_phiếu tăng gấp number lần chỉ trong vòng number tháng,2
81,train_81,name giảm mạnh name name vẫn quyết đăng_ký bán hết gần number triệu cổ_phiếu,0
82,train_82,name name tiếp_tục thông_qua việc huy_động thêm number tỷ trái_phiếu trong date,0
83,train_83,name su name name name đưa gần number triệu cổ_phiếu quỹ ra bán,0
84,train_84,name chốt danh_sách cổ_đông phát_hành number triệu cổ_phiếu trả cổ_tức,2
85,train_85,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
86,train_86,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
87,train_87,lãnh_đạo đẩy_mạnh gom cổ_phiếu name name lên đỉnh lịch_sử,2
88,train_88,thị_trường sôi_động công_ty chứng_khoán đẩy_mạnh huy_động hàng nghìn tỷ đồng từ trái_phiếu để đáp_ứng nhu_cầu giới đầu_tư,2
89,train_89,name name name name name name name name name name tin giao_dịch lượng lớn cổ_phiếu,1
90,train_90,name name nâng room ngoại lên percent,2
91,train_91,name quyết_định dùng hơn number triệu cổ_phiếu quỹ chia thưởng cho cổ_đông,2
92,train_92,khối ngoại_tiếp tục bán ròng gần number tỷ đồng trong phiên date,0
93,train_93,name bì name name name name chốt quyền trả cổ_tức bằng tiền tỷ_lệ percent,2
94,train_94,name lùi về dưới number điểm nhiều cổ_phiếu chịu áp_lực bán mạnh,0
95,train_95,một cổ_phiếu ngành thép đã tăng trần number phiên liên_tiếp gấp number lần trong vòng number tháng,2
96,train_96,cổ_phiếu vaccine duy_nhất trên sàn chứng_khoán đột_ngột tăng gấp number lần trong number tháng,2
97,train_97,name chốt quyền trả cổ_tức date name đình ông name chuẩn_bị nhận number tỷ đồng_tiền_mặt và hơn number triệu cổ_phiếu name,2
98,train_98,loc name chốt danh_sách cổ_đông trả cổ_tức tỷ_lệ percent,2
99,train_99,name lên kế_hoạch huy_động number tỷ đồng trái_phiếu,0
100,train_100,cổ_phiếu bóng_đèn name name name bứt_phá lên number đồng cao nhất sàn chứng_khoán sau thông_tin đầu_tư vào nhà_máy công_nghệ_cao tại name name,2
101,train_101,name name và name name sẽ thêm mới name và name trong kỳ cơ_cấu date ?,1
102,train_102,name biên lãi doanh_nghiệp thép nửa cuối năm sẽ giảm mạnh từ mức rất cao riêng name name vẫn hưởng lợi từ tăng_trưởng ngành xây_dựng,1
103,train_103,xuất_hiện môi_giới số name phục_vụ nđt date,1
104,train_104,chứng_khoán tuần number date câu_chuyện lạm_phát dần ấm lên triển_vọng cổ_phiếu thép vẫn tích_cực,1
105,train_105,name name trả cổ_tức bằng tiền tỷ_lệ percent sẽ chào_bán hơn number triệu cổ_phiếu tăng vốn_điều_lệ,2
106,train_106,đhđcđ name name nhận nhiều dự_án name nhưng các dự_án điện gió chưa sẵn_sàng phát_điện trước datedate,1
107,train_107,chăn_nuôi loc name trả cổ_tức đợt date bằng tiền tỷ_lệ percent,2
108,train_108,number cổ_phiếu tăng / giảm mạnh nhất tuần có mã lên gấp đôi,1
109,train_109,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
110,train_110,tiêu_điểm xử_phạt tuần qua rất nhiều cá_nhân bị name phạt,0
111,train_111,name name name name name name name name name name name name name name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
112,train_112,name name name name nếu một ngày nào đó chính_sách name không được thông_qua thì hiệu_quả kinh_doanh của công_ty đó có vấn_đề,0
113,train_113,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
114,train_114,điểm_danh những doanh_nghiệp chốt quyền nhận cổ_tức bằng tiền bằng cổ_phiếu và cổ_phiếu thưởng tuần từ date date,2
115,train_115,name đặt mục lãi sau thuế number tỷ đồng chia cổ_tức date tỷ_lệ percent,2
116,train_116,khối ngoại bán ròng kỷ_lục hơn number tỷ đồng từ đầu năm vượt xa lượng bán ròng trong cả date,0
117,train_117,đầu_tư cổ_phiếu dài_hạn nói dễ làm_khó !,1
118,train_118,name tăng percent kể từ đầu năm một lãnh_đạo địa_ốc name vừa bán ra number triệu cổ_phiếu,0
119,train_119,name liên_tục phá đỉnh tài_sản của con trai name name vượt xa name name,2
120,train_120,name tiếp_tục giảm sở_hữu name trong bối_cảnh cổ_phiếu lao dốc,0
121,train_121,name number name thông_qua phương_án phát_hành hơn number triệu cổ_phiếu tăng vốn,2
122,train_122,nhiều tiền cổ_phiếu dễ bị làm_giá ?,1
123,train_123,name name sẽ phát_hành gần number tỷ cổ_phiếu margin có_thể tăng hàng tỷ name,2
124,train_124,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
125,train_125,name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
126,train_126,name name doanh_thu đột_biến nhờ bàn_giao dự_án lãi_ròng vẫn giảm mạnh percent trong quý date,0
127,train_127,name ngành phân_bón date giá phân_bón tăng cao giúp các doanh_nghiệp lãi lớn,2
128,train_128,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
129,train_129,name name name đạt number tỷ doanh_thu sau date thực_hiện percent chỉ_tiêu date,2
130,train_130,yếu_tố nào giúp cổ_phiếu công_ty chứng_khoán đồng_loạt lên đỉnh ?,1
131,train_131,name name đạt doanh_thu hơn number tỷ đồng trong date đầu năm,2
132,train_132,name chính_thức đưa name vào rổ name,1
133,train_133,thương_vụ uỷ_thác của name cho name name name name name đóng vai_trò gì ?,1
134,train_134,khối ngoại bán ròng gần number tỷ đồng trong phiên date,0
135,train_135,name name muốn huy_động number tỷ name cho mảng thức_ăn chăn_nuôi,2
136,train_136,name name name name hưởng khối ngoại trên name loc không còn lớn chỉ còn chiếm khoảng percent quy_mô thị_trường,2
137,train_137,xây_dựng name name name name loc00 tỷ lập trung_tâm đổi_mới sáng_tạo numbera tại khu công_nghệ_cao loc loc,2
138,train_138,name name chốt danh_sách cổ_đông trả cổ_tức bằng tiền tỷ_lệ percent,2
139,train_139,cổ_phiếu thép hạ nhiệt name name đảo chiều giảm hơn number điểm,0
140,train_140,nông_sản thực_phẩm name name name trả tiếp cổ_tức đợt number bằng tiền tỷ_lệ percent,2
141,train_141,name giảm mạnh lãnh_đạo name măng name name number vẫn muốn bán bớt number triệu cổ_phiếu,0
142,train_142,name name cổ_phiếu lên cao nhất mọi thời_kỳ number name name liền bán ra phần_lớn cổ_phần ngay đỉnh,0
143,train_143,điều gì khiến cổ_phiếu bất_động_sản dậy sóng ?,1
144,train_144,doanh_nghiệp ngành bao_bì đang ăn_nên_làm_ra,2
145,train_145,name name name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
146,train_146,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
147,train_147,name su name name name dự_chi gần number tỷ đồng chi_trả cổ_tức còn lại date,2
148,train_148,name name date đã suýt_soát kế_hoạch lãi cả năm với number tỷ đồng cổ_phiếu tăng cao gấp number lần từ đầu năm,2
149,train_149,name và number cổ_phiếu khác vào rổ name name name name name,2
150,train_150,bất_động_sản khu công_nghiệp – lá bài chưa lật của tập_đoàn name,2
151,train_151,sàn đầu_tư tiền ' ảo ' siêu lãi không có bữa trưa nào miễn_phí,1
152,train_152,thị_trường_chứng_khoán tăng mạnh đưa giá cổ_phiếu lên cao nhiều doanh_nghiệp name name name name … tranh_thủ phát_hành huy_động hàng ngàn tỷ đồng_vốn trên sàn,2
153,train_153,name siêu chu_kỳ hàng_hoá đang đến ?,1
154,train_154,chứng_khoán name điều_chỉnh room ngoại về percent,0
155,train_155,name name name name dùng chung hashtag nghi_vấn name trá_hình cho sàn name trái_phép từng bị công_an cảnh_báo đa_cấp biến_tướng,1
156,train_156,name giảm mạnh name name đốc nông_nghiệp công_nghệ_cao name name vẫn đăng_ký bán hết hơn number triệu cổ_phiếu,0
157,train_157,chứng_khoán name name name chuẩn_bị tăng vốn_điều_lệ lên number tỷ đồng đáp_ứng nguồn cho hoạt_động margin và tự doanh,2
158,train_158,name name name thanh_toán trước hạn number tỷ đồng nợ tại name,2
159,train_159,name name ty name bán nợ đăng_ký bán number triệu cổ_phần name name name chốt lãi sau nửa năm đầu_tư,0
160,train_160,bất_chấp thị_trường tăng điểm khối ngoại vẫn bán ròng gần number tỷ đồng trong phiên date,0
161,train_161,name bứt_phá tăng number điểm nhà_đầu_tư vui_mừng khi thị_trường đảo chiều mạnh_mẽ,2
162,train_162,hơn number tỷ cổ_phiếu sắp chào_bán trên thị_trường_chứng_khoán,2
163,train_163,name chốt danh_sách cổ_đông trả cổ_tức đợt date bằng tiền tỷ_lệ percent,2
164,train_164,name name canh_bạc hời hay ' cú lừa ' ?,1
165,train_165,những cổ_phiếu tiềm_năng nhưng giới đầu_tư đang thờ_ơ,1
166,train_166,cuộc đua gay_cấn đến lượt chứng_khoán name được chấp_thuận tăng vốn thêm hơn number tỷ đồng,2
167,train_167,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
168,train_168,chỉ_số quan_trọng nhất của thị_trường cận biên name thêm mới name và name vào danh_mục trong kỳ review date,1
169,train_169,name một đêm name lộ_liễu cho tiền ảo bài viết của name name name trên name đồng_loạt bốc_hơi ?,1
170,train_170,name lợi_nhuận doanh_nghiệp date sẽ tăng mạnh hơn dự_báo định_giá chứng_khoán loc đang khá hấp_dẫn,2
171,train_171,name name triển_vọng lợi_nhuận nhiệt_điện tiêu_cực trong date cung_cầu điện sẽ cân_bằng trong năm number,0
172,train_172,nhà và đô_thị name name name name sẽ phát_hành cổ_phiếu thưởng tỷ_lệ percent,2
173,train_173,câu_lạc_bộ lãi nghìn tỷ date đã gọi tên number doanh_nghiệp vị_trí quán_quân đã đổi chủ,1
174,train_174,bắt sóng đầu_tư chứng_khoán cùng ứng_dụng trí_tuệ_nhân_tạo,1
175,train_175,thanh khoản thị_trường bùng_nổ name tăng vốn khủng,2
176,train_176,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
177,train_177,name name name name name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
178,train_178,name name name có_thể điều_chỉnh xuống dưới number điểm trong date nhóm cổ_phiếu name loại còn ít dư_địa tăng_trưởng,0
179,train_179,name name kỳ_vọng lãi date tăng_trưởng hơn percent tăng vốn_điều_lệ lên number tỷ đồng,2
180,train_180,quỹ đầu_tư do name quản_lý vừa bán ra number triệu cổ_phiếu name thu về hơn number tỷ đồng,2
181,train_181,name sách_giáo_khoa name name name date lãi kỷ_lục number tỷ đồng,2
182,train_182,khối ngoại bán ròng gần number tỷ đồng name name đảo chiều giảm điểm trong phiên date,0
183,train_183,đhcđ name name bất_ngờ với phương_án name phát_hành percent cổ_phiếu ưu_đãi cho đối_tác công_ty,2
184,train_184,name chính_thức bán ra number triệu cổ_phiếu quỹ,0
185,train_185,name lớn từ tiền ảo ca_sĩ name quyết_định trích một phần lợi_nhuận làm từ_thiện,1
186,train_186,cổ_phiếu ngân_hàng thép đồng_loạt điều_chỉnh name name đảo chiều giảm gần number điểm,0
187,train_187,bất_chấp thảm_kịch name chứng_khoán loc vẫn tăng bền_bỉ,1
188,train_188,name cổ_phiếu ngân_hàng name và name đủ điều_kiện được cấp margin,2
189,train_189,cổ_phiếu duỳ trì mức giá number chữ_số dệt_may name name sắp phát_hành hơn number triệu cổ_phiếu thưởng,2
190,train_190,nhà_đầu_tư lãi bao_nhiêu nếu rót number name mua tiền ảo name vào đầu năm nay ?,1
191,train_191,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
192,train_192,name name name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
193,train_193,name ngành thép vẫn tăng_trưởng sang quý date khi đơn hàng đã ‘ full ’ đến giữa date name và name tăng mạnh thị_phần thép xây_dựng,2
194,train_194,name có gì mới trong date ?,1
195,train_195,number lý_do chứng_minh cổ_phiếu ngân_hàng xứng_đáng vai_trò dẫn sóng thị_trường,2
196,train_196,dòng vốn từ loc chiếm gần một_nửa quy_mô danh_mục name name,1
197,train_197,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
198,train_198,tài_chính name name đăng_ký bán gần number triệu cổ_phiếu quỹ,0
199,train_199,name name name nhóm name tiếp_tục bán ra hơn number triệu cổ_phần hạ tỷ_trọng xuống mức percent,0
200,train_200,tài_khoản chứng_khoán tăng đột_biến là cơ_sở để nhà_đầu_tư loc quay lại loc ?,1
201,train_201,name name sắp phát_hành number triệu cổ_phần trả cổ_tức date tỷ_lệ percent,2
202,train_202,bị phạt thuế gần number tỷ lỗ sau kiểm_toán của name name name name tăng vọt từ number tỷ lên number tỷ đồng,0
203,train_203,khối ngoại trở_lại mua ròng name name áp sát mốc number điểm trong phiên đầu tuần,2
204,train_204,hàng_loạt cổ_phiếu bứt_phá name tăng vọt number điểm phiên đầu tuần,2
205,train_205,nhà_đầu_tư trong nước tiếp_tục mở mới hơn number tài_khoản chứng_khoán trong date,2
206,train_206,name name thông_qua phương_án bán tiếp number triệu cổ_phiếu quỹ,0
207,train_207,chứng_khoán name name name chuẩn_bị phát_hành trái_phiếu huy_động number tỷ đồng,2
208,train_208,name chuẩn_bị tăng vốn thêm hơn number tỷ bổ_sung nguồn_lực cho hoạt_động margin,2
209,train_209,cổ_phiếu thép tiếp_tục tăng_tốc name name lên vùng giá mới nkg thậm_chí kịch trần,2
210,train_210,name trình_làng phiên_bản mới tích_hợp công_cụ nhà_đầu_tư cần chỉ trong number ứng_dụng,1
211,train_211,tăng percent trong vài phút sáng đầu tuần giá quặng sắt tiếp_tục nóng_bỏng,2
212,train_212,tiết_kiệm chi_phí ngành dệt_may nỗ_lực vượt khó trong date,2
213,train_213,name muốn chào_bán number triệu cổ_phiếu đầu_tư nhà_máy chế_biến gạo và nông_sản đông_lạnh,1
214,train_214,hành_trình chinh_phục nhà_đầu_tư của chứng_khoán name,1
215,train_215,name name date tiếp_tục name các dự_án tiềm_năng trình kế_hoạch lợi_nhuận tăng percent lên number tỷ đồng,2
216,train_216,name name name name có_thể lên gần number điểm điều_chỉnh là cơ_hội gia_tăng tỷ_trọng cổ_phiếu,2
217,train_217,name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
218,train_218,điểm_danh những doanh_nghiệp chốt quyền nhận cổ_tức bằng tiền bằng cổ_phiếu và cổ_phiếu thưởng tuần từ date date,2
219,train_219,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
220,train_220,name thế dòng tiền có nên đu cổ_phiếu ngân_hàng ?,1
221,train_221,thế_giới name động name doanh_số tăng_trưởng percent trở_lại sau mùa thấp_điểm date gia_tăng mạnh hàng tồn điện_tử,2
222,train_222,date name lãi number tỷ đồng tăng percent so với cùng kỳ nhờ hoạt_động liên_kết,2
223,train_223,ngành thuỷ_sản và dệt_may phục_hồi xuất_khẩu nhờ bước_tiến vaccine name,1
224,train_224,[ quy_tắc đầu_tư vàng ] ngôi_sao đang lên loc với khối tài_sản quản_lý tăng từ number tỷ name lên number tỷ name chỉ trong vòng date bật_mí bí_quyết hái_ra_tiền,2
225,train_225,name ngành name bưu_chính viễn_thông hưởng lợi từ number và chuyển_đổi số,2
226,train_226,name hơn number thập_kỷ thương_hiệu vang bóng một thời name đã không còn cháy sáng,0
227,train_227,xây_dựng name name name năm đầu chuyển_giao sang thế_hệ name dự trình kế_hoạch lợi_nhuận khá tham_vọng với number tỷ đồng cao gấp number lần date,2
228,train_228,name name ngưng giải_ngân khối ngoại quay đầu bán ròng gần number tỷ đồng trong tuần giao_dịch đầu date,0
229,train_229,date phục_hồi rực_rỡ lợi_nhuận các công_ty niêm_yết tăng_trưởng hơn percent so với cùng kỳ date,2
230,train_230,name name name công_bố kết_quả kinh_doanh khả_quan quý date,2
231,train_231,name name name duy_trì đà tăng trung_hạn kết_thúc date trên ngưỡng number điểm,2
232,train_232,lỗ thêm number tỷ đồng name lắp dầu_khí name nâng lỗ luỹ kế lên gần number tỷ đồng,0
233,train_233,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
234,train_234,phát_triển nhà loc loc loc name sắp chia cổ_tức date bằng cổ_phiếu tỷ_lệ percent,2
235,train_235,doanh_nghiệp vàng_mã duy_nhất trên sàn quý đầu date báo lãi gấp đôi cùng kỳ cổ_phiếu tăng gấp rưỡi từ đầu năm,2
236,train_236,không nắm giữ name và name hiệu_suất danh_mục name name name thua xa name name trong date,0
237,train_237,name cao như núi chứng_khoán không lo gãy ?,1
238,train_238,chứng_khoán name nhận khoản vay hợp vốn number triệu name từ nhóm các định_chế tài_chính loc,1
239,train_239,phiên date khối ngoại_tiếp tục bán ròng gần number tỷ đồng tập_trung bán name name,0
240,train_240,name giảm number điểm phiên cuối tuần name name name bứt_phá,0
241,train_241,‘ giá_trị giao_dịch name name name gần ngang_ngửa loc trội hơn hẳn loc nđt nước_ngoài khó mà làm_ngơ thị_trường này lâu hơn_nữa ! ’,2
242,train_242,name chỉ bán ra hơn number triệu cổ_phiếu name name bằng một_nửa số_lượng đăng_ký bán,0
243,train_243,name name vừa chi hơn number tỷ mua number triệu cổ_phiếu name name name,2
244,train_244,name name date có lãi hơn number tỷ đồng nhờ tiết_kiệm chi_phí,2
245,train_245,name name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
246,train_246,những con_số nổi_bật của thị_trường_chứng_khoán loc date,2
247,train_247,lịch_sự kiện và tin_vắn chứng_khoán ngày date,1
248,train_248,chiến_lược đầu_tư cổ_phiếu nào thích_hợp trong date ?,1
249,train_249,một doanh_nghiệp sắp trả cổ_tức bằng tiền gấp number lần thị_giá,2
250,train_250,lịch chốt quyền nhận cổ_tức bằng tiền của number doanh_nghiệp,2
251,train_251,nhân_viên name sắp nhận số cổ_phiếu trị_giá number tỷ đồng với giá mua chỉ bằng date,2
252,train_252,name name tháng date khối ngoại giảm bán ròng mạnh đã chuyển number mã cổ_phiếu sang name,2
253,train_253,khối ngoại bán ròng hơn number tỷ đồng tập_trung xả name trong phiên date,0
254,train_254,name name date tăng percent lên number tỷ đồng,2
255,train_255,name name name vẫn trong tầm kiểm_soát đây là thời_điểm tốt để tích_luỹ cổ_phiếu,2
256,train_256,lượng hàng_hoá qua cảng tăng loc loc name báo lãi tăng percent lên number tỷ đồng trong date,2
257,train_257,name thép name name name báo lãi date hơn number tỷ đồng hoàn_thành percent kế_hoạch cả date,2
258,train_258,lãi lớn gấp number lần cùng kỳ nhờ chuyển_nhượng bất_động_sản một doanh_nghiệp ngành nước môi_trường sắp trả cổ_tức tỷ_lệ gần percent,2
259,train_259,nhà_đầu_tư name dễ sập bẫy room phím hàng,0
260,train_260,name name khiến các loại tài_sản như vàng hay cổ_phiếu trở_nên lỗi_thời,1
261,train_261,name name name dẫn_dắt name name có_thể lên sát mốc number điểm trong date ?,2
262,train_262,quỹ number tỷ name của name tăng mạnh tỷ_trọng name và name vào cuối date,2
263,train_263,name lực bán tăng mạnh name name giữ được mốc number điểm nhờ lực đỡ từ cổ_phiếu ngân_hàng thép,2
264,train_264,name tăng mạnh chủ_tịch hđqt name name vẫn chi hơn number tỷ đồng mua gần number triệu cổ_phiếu,2
265,train_265,chủ_tịch hđqt name name đăng_ký mua number triệu cổ_phiếu name,2
266,train_266,nhiều cổ_phiếu trong rổ tăng nóng quy_mô của name ngân_hàng name name vượt number triệu name,2
267,train_267,name name name name name name name name name name name name name thông_tin giao_dịch lượng lớn cổ_phiếu,1
268,train_268,đầu_tư cổ_phiếu name hay name,1
269,train_269,không còn khoản lãi thoái vốn đầu_tư name báo lỗ number tỷ đồng trong quý date,0
270,train_270,chứng_khoán name name name có_thể hướng về ngưỡng number điểm trong date,0
271,train_271,name là công_ty gì sau khi bán name cho name ?,1
